store_id,store_name,menu,summurized_review
37827643,뭉치치카페,"에스프레소/아메리카노, 녹차/초코 뭉치치노, 카페모카, 녹차/초코/오곡 라떼, 얼그레이/캐모마일/페퍼민트, 닭가슴살 샐러드, 자몽에이드, 리치에이드, 레몬에이드, 블루레몬 에이드, 패션후르츠 에이드, 밀크티 라떼, 민트 초코 라떼, 딸기 라떼, 흑당 라떼","카페는 크리스마스 분위기를 주는 큰 트리와 자리를 잘 활용할 수 있는 시설들로 대화하기 편한 분위기가 조성되어 있습니다. 방문 목적은 주로 회사 나들이나 시장 방문 중에 들르는 경우가 많습니다. 아이스크림, 샐러드, 디카페인 라떼와 망고 스무디, 흑임자 커피 등이 특히 맛있다는 평이 전해집니다."
1055469623,보잉,"와인/ 내추럴와인, 아메리카노, 레몬타르트케이크, 하몽 부르스케타, 소금빵, 멜론 프로슈토, 기내식 [양송이스프&빠네], 기내식스낵, 기내식 [견과류육포세트], 소금빵하몽샌드위치, 기내식 [ 모듬치즈 ], 초코촉촉케이크, 티라미슈케이크, 번트치즈케이크, 리얼쇼콜라케이크","카페는 비행기 기내를 연상시키는 독특한 인테리어로 마치 여행을 떠나는 기분을 주며, 창가 자리와 같은 세심한 부분까지 신경 쓴 분위기를 자랑합니다. 방문 목적은 점심 후의 휴식, 자료 조사, 혹은 맛있는 음료와 디저트를 즐기기 위함입니다. 맛있는 메뉴로는 아이스 아메리카노, 오미자 에이드, 멜론 프로슈토 등이 특히 인기를 끕니다."
1969557571,블랑제리 더 플라자,계절 과일 쇼트,"카페는 호텔 베이커리답게 고급스러운 매장과 포장으로 분위기를 조성하지만, 일부 빵이 실망스럽다는 의견도 있습니다. 주로 기념일이나 특별한 날에 케이크를 구매하는 고객들이 많으며, 가족이나 친구들과 함께 맛있는 케이크를 즐기며 만족감을 얻고자 방문합니다. 밤 케이크, 샤인머스캣, 생크림 케이크, 블루베리 케이크가 맛있다는 평가가 많으며, 특히 생크림이 맛있다는 호평이 있습니다."
1529023045,리사르커피 명동점,"카페 에스프레소, 카페 카푸치노, 카페 피에노, 카페 오네로소, 하우스블렌드, 캡슐 컬렉션, 다크 커피캡슐, 마일드 커피캡슐, 젠틀러 커피캡슐, 인텐소 커피캡슐","카페는 세련된 인테리어와 편안한 분위기를 제공하며, 1층은 주로 스탠딩 테이블로 구성되어 있고 2층은 편안한 쇼파로 이루어져 있습니다. 명동에서 떨어진 위치로 조용히 커피를 즐기기에도 적합하며, 에스프레소의 풍미를 즐기러 주로 방문했다고 합니다. 특히 에스프레소와 슬러시가 들어간 메뉴, 티라미수, 카푸치노 등의 다양한 커피가 맛있다는 평을 받고 있습니다."
1398069830,달빛야장,"겨울 시즌 세트 2인, 한돈 삼겹살 세트 2인","카페는 도심 속에서 캠핑 같은 독특하고 색다른 분위기를 제공하며, 멋진 야경과 함께 라이브 공연도 즐길 수 있어 매력적입니다. 주로 가족 모임, 친구들과의 바비큐 디너, 외국인 친구들과의 특별한 시간 등을 위해 방문하였으며, 추억을 만들기에 좋습니다. 제주 오겹살 바비큐와 다양한 셀프바 메뉴, 그리고 해물 라면과 소시지 등의 맛이 좋다는 호평이 많습니다."
1836179527,콘웨이커피 을지로점,"베이커리, 딸기케이크, 케이크(라즈베리, 클래식초코), 파운드케이크(레몬,바닐라,얼그레이), 소금빵, 크로와상, 크림 브리오슈, 라즈베리 번, 햄치즈 크로와상, 뺑 오 쇼콜라, 피스타치오 롤, 포테이토번, 시나몬롤, 칠리 핫도그, 크로와상 샌드위치","카페는 큰 창이 있고 나무 인테리어가 돋보이며, 단풍나무 뷰로 아늑하고 쾌적한 분위기를 제공합니다. 커피와 베이커리 메뉴가 다양하고 맛있으며, 힐링을 위한 방문이나 일상 속에 편히 쉬기 좋은 장소로 적합합니다. 딸기케이크, 옥수수 바스크케이크, 시그니처 바닐라크림라떼, 그리고 소금빵 등이 특히 맛있다는 평가가 많습니다."
1069708363,카페허블&남산책방,아메리카노,"북카페는 멋진 뷰와 넓고 아늑한 분위기로 편안한 독서 시간을 제공하며, 창가 자리에서의 독특한 뷰는 매력 포인트로 손꼽힙니다. 다양한 손님들이 방문하여 독서 및 휴식을 취하기에 알맞은 공간으로, 특히 도심 속에서 힐링이 필요한 분들에게 적합합니다. 시그니처 음료, 바닐라 라떼, 브라우니, 버터쿠키가 특히 맛있다는 후기들이 많습니다."
1929750091,스타벅스 을지로4가역점,"카페 아메리카노, 카페 라떼, 스타벅스 돌체 라떼, 카라멜 마키아또, 카푸치노, 카페 모카, 화이트 초콜릿 모카, 콜드 브루, 자몽 허니 블랙 티, 아이스 자몽 허니 블랙 티, 망고 바나나 블렌디드, 에스프레소 프라푸치노, 자바 칩 프라푸치노","카페는 넓고 깨끗하며 멋진 인테리어로 쾌적하고 조용한 분위기를 제공합니다. 직장 근처라 자주 방문하는 고객이 많으며, 대기 시간이 있을 수도 있습니다. 스타벅스 커피가 특히 맛있다는 평이 많습니다."
1144230482,Yoyogurt,"과일라오 오리지널, 콘 요거트아이스크림, 내마음대로 요거트아이스크림, 카오카오 초콜릿, 하루비타민C, 팥떡, 오그릭오, 애플 시나몬, REAL 허니콤 그릭 요거트, 코코넛 아보카도 스무디, 아보카도요거트스무디","카페는 특별한 인테리어 언급 없이 맛에 중점을 두는 분위기입니다. 방문 목적은 명동에 놀러온 김에 맛있는 요거트를 즐기기 위함입니다. 블루코코넛, 다양한 과일이 들어간 요거트 아이스크림, 그리고 싱싱한 과일 토핑이 특히 맛있다는 평이 많습니다."
37749845,스타벅스 한국프레스센터점,"카페 아메리카노, 카페 라떼, 스타벅스 돌체 라떼, 카라멜 마키아또, 카푸치노, 카페 모카, 화이트 초콜릿 모카, 콜드 브루, 자몽 허니 블랙 티, 아이스 자몽 허니 블랙 티, 망고 바나나 블렌디드, 에스프레소 프라푸치노, 자바 칩 프라푸치노",카페는 쾌적하고 업무 집중에 적합한 다양한 좌석과 친절한 서비스로 편안한 분위기를 제공합니다. 자주 방문하거나 산책 후 커피를 즐기기에 좋습니다. 홀리데이 논알코올 아이스 패션 티 뱅쇼가 특히 맛있다는 평가가 있습니다.
1174700630,지로하우스,"바닐라크림 라떼, 버터스카치크림 라떼, 로즈마리 리프레싱 스윗티, 츄러스, 바나나 브륄레 테린느, 타마고 산도, 고구마 산도, 보니밤 판나코타, 메론빵거북이 쿠키, 타이거생맥주, 아메리카노, 카페라떼, 바닐라라떼, 플러푸치노, 플렛화이트","카페는 아늑하고 깔끔한 인테리어와 좋은 분위기와 음악으로 편안한 느낌을 줍니다. 회사 근처라 자주 방문하거나 커피를 즐기러 오기에 적합합니다. 커피, 자두 소르베, 거북이 쿠키, 바나나 브륄레 테린느, 밤 판나코타가 특히 맛있다는 평을 받았습니다."
1999413846,파리바게뜨 무교점,"커피/음료, 선물류, 빵류, 디저트/스낵, 샌드위치/샐러드, 케이크, 간편식(HMR), 함박스테이크라이스, 미미토종효모바게뜨, 믹스베리 페스츄리, 양송이스프&브레드몰KIT","이 카페는 비교적 좁은 공간이지만 다양한 메뉴를 제공하며, 편안하고 효율적인 서비스를 제공합니다. 주로 아침 시간 방문에 적합하며, 갓 나온 빵을 즐기기에 좋습니다. 초코칩 트위스트, 후레시크림 샌드빵, 막걸리 아이스크림이 특히 맛있다고 호평을 받았습니다."
37263960,스타벅스 서울중앙우체국점,"카페 아메리카노, 카페 라떼, 스타벅스 돌체 라떼, 카라멜 마키아또, 카푸치노, 카페 모카, 화이트 초콜릿 모카, 콜드 브루, 자몽 허니 블랙 티, 아이스 자몽 허니 블랙 티, 망고 바나나 블렌디드, 에스프레소 프라푸치노, 자바 칩 프라푸치노","카페의 인테리어나 분위기에 대한 구체적인 언급은 없지만, 이용하기에 적합한 곳으로 보입니다. 방문 목적은 정기적으로 이용하거나 가끔 방문하는 것으로 나타납니다. 특정 메뉴에 대한 언급은 없으며, 직원의 서비스에 대해선 불친절하다는 의견이 있습니다."
1369866328,스타벅스 시청점,"카페 아메리카노, 카페 라떼, 스타벅스 돌체 라떼, 카라멜 마키아또, 카푸치노, 카페 모카, 화이트 초콜릿 모카, 콜드 브루, 자몽 허니 블랙 티, 아이스 자몽 허니 블랙 티, 망고 바나나 블렌디드, 에스프레소 프라푸치노, 자바 칩 프라푸치노","카페는 자리도 넓고 조용하며 깨끗한 분위기를 제공합니다. 주말에도 여유롭게 방문할 수 있어 좋다고 합니다. 특히 말차 딸기와 프렌치 바닐라라떼 위의 슈크림, 커피가 맛있다는 평이 많습니다."
1461508698,크리에잇쿠키 광화문sfc몰점,"쿠키, 아이스크림 (소금우유/ 바나나우유), 티 레모네이드","카페는 아기자기하고 예쁜 인테리어로 깔끔하며, 아이와 함께 방문해도 좋은 곳입니다. 방문 목적은 주로 선물용으로 쿠키를 사기 위해서이며, 친구 응원 선물이나 답례품으로 적합합니다. 겉바속쫀 쿠키가 특히 맛있다는 평이 많으며, 커피와 다양한 음료도 맛있다고 합니다."
1733178461,레레플레이,"커피맑음 싱글, 커피맑음 블랜드, 레레 제주 유기농 요거트 볼, 커피꿀구름, 레레 오곡구름, 대파빵 / 유기농, 레레 유기농 누룽지 아이스크림, 레레 토종 카카오 차 / 토종, 레레빵/ 토종 카카오, 레레 식혜 / 자연농법, 레레 오미자 / 야생 / 음료&에아드, 라온커피/ 레레 프리미엄 커피","카페는 자연친화적이고 몽환적인 분위기를 자아내며, 독특한 인테리어와 조용한 환경으로 편안하게 머물기 좋습니다. 방문 목적은 조카들과 함께 차를 마시러 가거나, 주말에 조용히 시간을 보내기 위함입니다. 특히 유기농 레몬으로 만든 레몬차와 커피꿀구름이 맛있다는 평가가 있습니다."
1462271074,프로스콘스 서울,"펌킨파이, 소금버터스틱, 자몽스쿼시, 로즈마리시트러스, 휘낭시에, 라임모히토, 레몬스쿼시, 카페라떼","카페는 다소 어둡지만 다양한 테이블 구성과 멋진 인테리어로 편안한 분위기를 제공합니다. 방문 목적은 콘서트와 같은 행사 참석, 그리고 이야기를 나누거나 미팅을 하기 위한 것이 많습니다. 샌드위치, 펌킨파이, 리코타치즈스틱, 그리고 시그니처 메뉴와 소금 버터스틱이 특히 맛있다는 평가를 받았습니다."
11714659,태극당,"태극당 모나카, 버터케익 1호, 태극당 찹쌀 모나카, 야채 사라다, 고방 카스테라, 단팥빵, 슈크림빵, 소보로빵, 버터빵, 로루케익, 코코아롤, 초코케익 1호, 에스프레소, 아메리카노, 카푸치노","태극당은 올드하면서도 현대적인 빵과 카페로, 약간 시끄러운 분위기 속에서 오래된 추억과 새로움을 동시에 느낄 수 있는 매장입니다. 방문 목적은 주로 식사 후 후식으로 빵을 구매하거나, 역사적인 매장을 체험하기 위한 것입니다. 특히 태극당의 우유모나카, 초코 모나카, 슈크림빵, 단팥빵, 참쌀떡, 버터빵 등 여러 종류의 빵들이 인기가 있으며 다방커피도 맛있다는 평가를 받고 있습니다."
1655521895,티프 동대문역사문화공원,"바질 후무스 파니니, 발사믹 베이컨 크루아상, 베이글 디럭스 샌드위치, 티프 플래터, 페퍼로니 파니니, 아인슈페너 시나몬 딥블랙, 딥브라운, 아인슈페너 블랙, 아인슈페너 너티, 아인슈페너 밀크, 맛있고 망고, 프리다이빙, 시트론 베리, 애플 크럼블, 블루베리치즈 크럼블","카페는 넓고 쾌적하며 세련된 올블랙 인테리어와 좋은 음악이 흐르는 분위기를 제공합니다. 외국인이나 노트북 작업, 친구와의 만남 등 다양한 목적에 적합합니다. 아인슈페너, 너티라떼, 쿠키, 샌드위치, 브런치가 특히 맛있다는 평이 많습니다."
1206606441,메일룸 신당,"소금 에그타르트, 소금 에그타르트 4구 세트상품, 쇼콜라 브라우니. with 하겐다즈, 아포카토, 아란치아 그라니따, 블루베리 버번, 아마레또, 네그로니, 압생트, (디카페인) 플로럴피즈, 골든 스니치, 츄러스 마카다미아 쿠키, 말차 크림치즈 쿠키, 누텔라 헤이즐넛 쿠키, 초콜릿 월넛 쿠키","카페는 예쁘고 독특한 인테리어와 해리포터성을 연상시키는 이색적인 분위기로, 5층까지 자리와 루프탑이 있어 힙한 감성을 제공합니다. 친구나 반려동물과의 대화나 사진 촬영을 위해 방문하기 좋으며, 때로는 조용한 휴식 공간으로도 적합합니다. 커피와 다양한 디저트, 특히 케이크가 맛있다는 호평이 많습니다."
20927082,을지다방,"쌍화차, 생과일쥬스, 냉커피","다방은 한국의 옛 감성이 물씬 풍기는 아늑하고 독특한 분위기를 자아내며, 특히 어르신들도 편안하게 느낄 수 있는 공간입니다. 방문 목적은 주로 과거의 감성을 느끼기 위한 경험이며, 사장님의 다정한 서비스와 함께 편안한 시간을 보낼 수 있습니다. 특히 많은 리뷰가 '쌍화차'의 맛을 칭찬하며 추천하고 있으며, 이 다방에서는 이 음료와 더불어 사장님이 직접 끓여주는 라면도 매우 맛있다고 평가하고 있습니다."
